ID,RA[hr],Dec[deg],ID_Simbad,ID_MWSC,ID_WEBDA,ID_Piskunov,ID_Kharchenko,ID_Salaris,ID_vandenBergh,ID_Cantat-Gaudin,ID_Lynga,dist[pc],err_dist[pc],N_dist[pc],age[Myr],err_age[Myr],N_age[Myr],[Fe/H],err_[Fe/H],N_[Fe/H],mass[Msun],err_mass[Msun],N_mass[Msun],rgc[pc],err_rgc[pc],N_rgc[pc],rhm[pc],err_rhm[pc],N_rhm[pc],Av[mag],err_Av[mag],N_Av[mag]
[KPS2012]_MWSC_1999,12 07 39.000,-65 11 06.000,[KPS2012]_MWSC_1999,FSR_1605,,,FSR_1605,,,,,4430.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,48.5,0.0,2.0,,,,6.698140651772913,0.0,1.0,2.6656,0.0,1.0
Cl_Melotte_101,10 42 08.400,-65 06 36.000,Cl_Melotte_101,Melotte_101,Melotte_101,Melotte_101,Melotte_101,,Melotte_101,Melotte_101,Melotte_101,2031.1000000000001,20.92290025551047,7.0,109.32858613273724,32.308644223221485,5.0,,,,596.0673044673614,292.4454806812165,7.0,7875.8,0.0,1.0,3.7583775130572348,0.8662758280689604,1.0,1.4805333333333335,0.024386031217041377,3.0
[KPS2012]_MWSC_1900,11 09 13.000,-65 03 36.000,[KPS2012]_MWSC_1900,FSR_1584,,,FSR_1584,,,,,2241.0,0.0,2.0,749.8942093324558,0.0,2.0,,,,34.0,0.0,2.0,,,,1.7345047417814154,0.0,1.0,1.4656000000000002,0.0,1.0
NGC_4815,12 57 59.760,-64 57 36.000,NGC_4815,NGC_4815,NGC_4815,,NGC_4815,NGC_4815,NGC_4815,NGC_4815,NGC_4815,3118.1,76.86356744257971,5.0,581.1458352767485,282.45870839991636,4.0,0.0,0.0,1.0,84.5,48.41508029529643,5.0,7471.0,303.3488091290289,2.0,1.954896207714053,0.22601142254483864,1.0,2.6416,0.039597979746446695,2.0
C_1317-646,13 19 44.880,-64 56 38.400,C_1317-646,Ruprecht_107,Ruprecht_107,,Ruprecht_107,,Ruprecht_107,Ruprecht_107,Ruprecht_107,1909.44,412.7314609767469,5.0,119.23805465273344,33.59518402284923,4.0,,,,14.1,3.998499718644481,5.0,6849.3,0.0,1.0,0.7549951133954128,0.23291696331784947,1.0,1.6656,0.1414213562373094,2.0
Cl_Loden_995,13 54 18.000,-64 57 00.000,Cl_Loden_995,Loden_995,Loden_995,Loden_995,Loden_995,,,,,1940.5,229.75,4.0,267.62729231302995,85.54639694225605,4.0,-0.131,0.0,1.0,2500.1987140780275,2125.4111357891875,4.0,,,,4.502331457390057,0.0,1.0,1.1285333333333334,0.1376068904390195,3.0
[FSR2007]_1685,14 57 14.000,-64 56 42.000,[FSR2007]_1685,FSR_1685,,,FSR_1685,,,,,1513.0,0.0,2.0,1778.2794100389228,0.0,2.0,,,,25.0,0.0,2.0,,,,0.9779654395150535,0.0,1.0,0.9984000000000001,0.0,1.0
[DBS2003]_73,11 50 10.000,-64 52 12.000,[DBS2003]_73,DBSB_73,,,DBSB_73,,,,,4532.0,0.0,2.0,3.1622776601683795,0.0,2.0,,,,13.0,0.0,2.0,,,,1.3285568234921479,0.0,1.0,3.664,0.0,1.0
ESO_99-6,15 29 48.000,-64 51 00.000,ESO_99-6,ESO_099-06,,,ESO_099-06,,,,,1274.0,0.0,2.0,794.3282347242822,0.0,2.0,,,,28.5,0.0,2.0,,,,1.752956919885473,0.0,1.0,0.7328000000000001,0.0,1.0
[KPS2012]_MWSC_2292,15 25 50.000,-64 49 12.000,[KPS2012]_MWSC_2292,FSR_1693,,,FSR_1693,,,,,3743.0,0.0,2.0,1288.2495516931322,0.0,2.0,,,,43.5,0.0,2.0,,,,5.941601349506552,0.0,1.0,1.3312,0.0,1.0
ESO_92-5,10 03 12.240,-64 45 18.000,ESO_92-5,ESO_092-05,,,ESO_092-05,,,ESO_092-05,,7161.033333333333,1627.3049023416559,3.0,1995.2623149688827,0.0,2.0,,,,21.833333333333332,2.3134069792952237,3.0,11845.4,0.0,1.0,4.757791002479054,0.5748884695935961,1.0,0.3328,0.0,1.0
NGC_4463,12 29 51.840,-64 48 00.000,NGC_4463,NGC_4463,NGC_4463,NGC_4463,NGC_4463,,NGC_4463,NGC_4463,NGC_4463,1198.7166666666667,112.65130668637691,6.0,62.5200309108386,17.055695521087983,5.0,,,,322.120275061696,246.84189875656207,6.0,7579.0,0.0,1.0,0.8540183655541816,0.24342819888438824,1.0,1.3952000000000002,0.12523229970294764,3.0
C_1217-645,12 20 41.000,-64 46 30.000,C_1217-645,Loden_615,Loden_615,Loden_615,Loden_615,,,,Loden_615,913.0,43.5,4.0,322.092139101195,90.48872519541544,4.0,,,,70.86540498162623,19.811969018411826,4.0,,,,4.373166210661654,0.0,1.0,0.16000000000000003,0.0,3.0
[KPS2012]_MWSC_2247,14 44 35.000,-64 44 24.000,[KPS2012]_MWSC_2247,FSR_1678,,,FSR_1678,,,,,1791.0,0.0,2.0,1000.0,0.0,2.0,,,,42.5,0.0,2.0,,,,0.8672523708907077,0.0,1.0,1.8336,0.0,1.0
NGC_5288,13 48 46.320,-64 40 48.000,NGC_5288,NGC_5288,,,NGC_5288,,,NGC_5288,NGC_5288,4281.966666666666,656.4904676185894,3.0,1258.9254117941662,0.0,2.0,,,,48.0,10.29866496202299,4.0,6974.3,0.0,1.0,3.124335174512647,2.0976312289356582,1.0,2.6656,0.0,1.0
[KPS2012]_MWSC_1712,09 46 52.000,-64 37 54.000,[KPS2012]_MWSC_1712,FSR_1541,,,FSR_1541,,,,,3575.0,0.0,2.0,2511.886431509582,0.0,2.0,,,,28.0,0.0,2.0,,,,1.605339495053012,0.0,1.0,0.3328,0.0,1.0
ESO_97-15,14 15 25.000,-64 37 48.000,ESO_97-15,ESO_097-15,,,ESO_097-15,,,,,3274.0,0.0,2.0,177.82794100389228,0.0,2.0,,,,30.5,0.0,2.0,,,,2.564852756464008,0.0,1.0,2.7328000000000006,0.0,1.0
ESO_92-18,10 14 55.200,-64 36 39.600,ESO_92-18,ESO_092-18,,,ESO_092-18,ESO_92-18,ESO_092-18,ESO_092-18,,11512.55,1412.2848249821989,4.0,2618.358363081837,984.5485754833123,3.0,0.0,0.0,1.0,21.5,3.2659863237109046,3.0,12460.1,2446.6601735835734,2.0,4.836845672772691,2.039814991817525,1.0,0.9984000000000001,0.0,1.0
C_1155-642,11 58 51.600,-64 34 51.600,C_1155-642,Ruprecht_98,Ruprecht_98,Ruprecht_98,Ruprecht_98,,Ruprecht_98,Ruprecht_98,Ruprecht_98,528.6142857142858,28.910081770696156,7.0,437.84200821031675,109.69715787984343,5.0,,,,96.42292817379419,32.985527230353064,7.0,8130.1,0.0,1.0,10.570688418366101,14.131057236032042,1.0,0.5141333333333334,0.0017418593726458355,3.0
C_1330-642,13 34 23.000,-64 33 00.000,C_1330-642,Loden_848,,,Loden_848,,,,Loden_848,1797.0,0.0,2.0,562.3413251903492,0.0,2.0,,,,62.333333333333336,15.241269510650888,3.0,,,,4.797566307054979,0.0,1.0,1.2672,0.0,1.0
[KPS2012]_MWSC_2081,13 04 41.000,-64 32 42.000,[KPS2012]_MWSC_2081,FSR_1641,,,FSR_1641,,,,,1934.0,0.0,2.0,891.2509381337442,0.0,2.0,,,,24.0,0.0,2.0,,,,1.7714090979895307,0.0,1.0,2.1664000000000003,0.0,1.0
[KPS2012]_MWSC_1923,11 13 51.000,-64 28 36.000,[KPS2012]_MWSC_1923,FSR_1585,,,FSR_1585,,,,,4465.0,0.0,2.0,1396.3683610559362,0.0,2.0,,,,61.0,0.0,2.0,,,,3.3029398806263126,0.0,1.0,1.4976000000000003,0.0,1.0
[KPR2005]_82,15 47 02.000,-64 24 42.000,[KPR2005]_82,ASCC_82,ASCC_82,ASCC_82,ASCC_82,,,,,800.0,0.0,4.0,318.154870598548,90.46404086875557,4.0,,,,133.545180445644,68.916474182617,4.0,,,,0.9226089052028806,0.0,1.0,0.0,0.0,3.0
IC_2602,10 42 27.120,-64 25 33.600,IC_2602,IC_2602,IC_2602,IC_2602,IC_2602,,IC_2602,IC_2602,IC_2602,155.82857142857142,1.6563685735101206,7.0,105.54684789206529,43.350808674849176,5.0,-0.12966666666666668,0.04986871653540814,1.0,733.65821170826,245.36629016768873,7.0,8290.6,0.0,1.0,2.129799857571312,0.21020014242868815,1.0,0.09066666666666667,0.005711067877052093,3.0
[KPR2005]_70,12 14 49.000,-64 24 00.000,[KPR2005]_70,ASCC_70,ASCC_70,ASCC_70,ASCC_70,,,,,2676.0,12.0,4.0,7.968228283270032,0.3025974407590661,4.0,,,,9326.599341063282,7934.712162100411,4.0,,,,6.993375501437835,0.0,1.0,1.2458666666666667,0.10276970298610322,3.0
[KPR2005]_56,10 08 19.000,-64 22 48.000,[KPR2005]_56,ASCC_56,ASCC_56,ASCC_56,ASCC_56,,,,,798.5,0.75,4.0,247.83614927931782,93.95679987420786,4.0,,,,259.5145789690711,81.32450877109969,5.0,,,,1.5868873169489548,0.0,1.0,0.3786666666666667,0.021773242158072702,3.0
Cl_Loden_894,13 39 41.000,-64 19 12.000,Cl_Loden_894,Loden_894,,,Loden_894,,,,Loden_894,1423.0,0.0,2.0,1096.4781961431827,0.0,2.0,,,,40.5,0.0,2.0,,,,2.2511657286950286,0.0,1.0,2.3328,0.0,1.0
[KPS2012]_MWSC_4463,18 58 55.000,-64 15 54.000,[KPS2012]_MWSC_4463,MWSC_4463,,,,,,,,1406.0,0.0,1.0,1412.5375446227556,0.0,1.0,,,,62.5,0.0,1.0,,,,,,,,,
C_1326-639,13 29 48.720,-64 11 56.400,C_1326-639,Collinder_271,Collinder_271,,Collinder_271,,Collinder_271,Collinder_271,Collinder_271,1955.6166666666668,268.9908511627473,6.0,25.778899574310394,10.881457918138091,4.0,,,,15.3,3.2820725159569526,5.0,7076.0,0.0,1.0,1.1303387824808049,0.23314563778130262,1.0,2.6240000000000006,1.2060413259917757,2.0
Juchert_13,12 01 43.440,-64 05 56.400,Juchert_13,Juchert_13,,,Juchert_13,,,Juchert_13,,2961.366666666667,135.837814513676,3.0,1000.0,0.0,2.0,,,,51.5,21.228911104120876,3.0,7416.7,0.0,1.0,1.4003235880362896,0.020494125976146305,1.0,2.6656,0.0,1.0
Cl_VDBH_132,12 26 52.800,-64 03 28.800,Cl_VDBH_132,vdBergh-Hagen_132,,,vdBergh-Hagen_132,,,vdBergh-Hagen_132,vdBergh-Hagen_132,2091.9333333333334,190.18927025076505,3.0,281.8382931264449,0.0,2.0,,,,69.625,24.512353390688542,4.0,7389.7,0.0,1.0,1.223792248068575,0.19702546594386094,1.0,1.5328,0.0,1.0
C_1200-635,12 03 29.000,-63 51 36.000,C_1200-635,Ruprecht_99,Ruprecht_99,Ruprecht_99,Ruprecht_99,,,,Ruprecht_99,689.5,14.75,4.0,608.3523352225931,390.03832161568886,4.0,,,,31.414348252021853,10.546623064613227,5.0,,,,2.140452660070683,0.0,1.0,0.16213333333333335,0.0017418593726458052,3.0
[KPR2004b]_279,11 09 16.800,-63 50 02.400,[KPR2004b]_279,vdBergh-Hagen_111,vdBergh-Hagen_111,vdBergh-Hagen_111,vdBergh-Hagen_111,,,vdBergh-Hagen_111,vdBergh-Hagen_111,2676.56,15.727519829903269,5.0,169.99158539262532,46.66190641933506,4.0,,,,324.87810316301295,278.3782515475573,6.0,7745.9,0.0,1.0,1.6351734139830056,0.9481315205850601,1.0,0.9770666666666666,0.14457432792960265,3.0
NGC_6588,18 20 31.000,-63 48 36.000,NGC_6588,NGC_6588,,,NGC_6588,,,,,4757.0,0.0,2.0,2511.886431509582,0.0,2.0,,,,34.0,0.0,2.0,,,,16.643864649859967,0.0,1.0,0.13440000000000002,0.0,1.0
[DBS2003]_79,12 48 47.000,-63 43 42.000,[DBS2003]_79,DBSB_79,,,DBSB_79,,,,,1489.0,0.0,2.0,251.1886431509582,0.0,2.0,,,,31.0,0.0,2.0,,,,1.752956919885473,0.0,1.0,3.3312,0.0,1.0
Teutsch_79,13 23 39.000,-63 38 18.000,Teutsch_79,Teutsch_79,,,Teutsch_79,,,,,1461.0,0.0,2.0,602.559586074357,0.0,2.0,,,,24.5,0.0,2.0,,,,2.5094962221518355,0.0,1.0,6.729600000000001,0.0,1.0
[SSW94]_d,12 14 01.000,-63 35 24.000,[SSW94]_d,Saurer_4,,,Saurer_4,,Saurer_4,,,5516.0,275.1593477726437,3.0,1513.561248436207,0.0,2.0,,,,8.0,0.0,2.0,,,,1.621895836578535,0.0018958365785348708,1.0,4.2624,0.0,1.0
IC_2948,11 39 17.280,-63 26 24.000,IC_2948,IC_2948,IC_2948,IC_2948,IC_2948,,,IC_2948,,2638.44,66.14041790010101,5.0,5.083889165743358,0.5862712817382012,4.0,,,,200.55275422053415,141.48285193502798,5.0,7643.2,0.0,1.0,6.662981064671394,4.463682332075347,1.0,1.1957333333333333,0.1924754606773627,3.0
C_1128-631,11 31 05.280,-63 25 33.600,C_1128-631,Ruprecht_94,Ruprecht_94,Ruprecht_94,Ruprecht_94,,,Ruprecht_94,Ruprecht_94,3035.1,149.89599060682042,5.0,10.669541547281208,1.5046370946450442,4.0,,,,7953.793803833482,4707.898127895895,7.0,7666.0,0.0,1.0,5.02817821812841,0.359857788256412,1.0,1.184,0.1828952341278107,3.0
Cl_Melotte_105,11 19 40.800,-63 29 09.600,Cl_Melotte_105,Melotte_105,Melotte_105,,Melotte_105,,Melotte_105,Melotte_105,Melotte_105,2201.9500000000003,22.682638367997065,6.0,135.36877666697248,51.66355498157311,4.0,,,,94.7,37.71461255269634,5.0,7741.8,0.0,1.0,1.3070780651819487,0.22012123887736793,1.0,1.5712000000000002,0.0203646752981726,2.0
NGC_5155,13 29 53.000,-63 27 18.000,NGC_5155,NGC_5155,,,NGC_5155,,,,,1404.0,0.0,2.0,25.118864315095824,0.0,2.0,,,,54.0,0.0,2.0,,,,2.7309223594005267,0.0,1.0,1.1328,0.0,1.0
[KPS2012]_MWSC_2040,12 29 19.000,-63 25 48.000,[KPS2012]_MWSC_2040,FSR_1616,,,FSR_1616,,,,,1963.0,0.0,2.0,199.52623149688827,0.0,2.0,,,,71.0,0.0,2.0,,,,2.1958091943828557,0.0,1.0,3.3312,0.0,1.0
NGC_5045,13 14 31.000,-63 25 12.000,NGC_5045,NGC_5045,NGC_5045,NGC_5045,NGC_5045,,,,,1581.0,40.5,4.0,50.076680759530696,20.066180021459527,4.0,,,,1698.9903087467887,1100.64969046411,5.0,,,,6.716592829876971,0.0,1.0,1.2778666666666667,0.07664181239641596,3.0
Cl_Platais_12,13 52 35.000,-63 24 18.000,Cl_Platais_12,Platais_12,,Platais_12,Platais_12,,Platais_12,,,454.75,19.040663722675216,4.0,224.06721718269702,22.14455157296971,3.0,0.027,0.0,1.0,2157.8135854458014,927.4317496117881,4.0,,,,4.799152467284033,2.215847532715967,1.0,0.37600000000000006,0.03959797974644665,2.0
C_1440-631,14 44 20.000,-63 24 18.000,C_1440-631,Loden_1375,,,Loden_1375,,,,Loden_1375,1819.0,0.0,2.0,79.43282347242821,0.0,2.0,,,,51.5,0.0,2.0,,,,0.4613044526014403,0.0,1.0,2.0,0.0,1.0
Cl_VDBH_131,12 26 10.000,-63 24 00.000,Cl_VDBH_131,vdBergh-Hagen_131,,,vdBergh-Hagen_131,,,,vdBergh-Hagen_131,4430.0,0.0,2.0,1584.8931924611109,0.0,2.0,,,,27.0,6.940220937885671,3.0,,,,8.11895836578535,0.0,1.0,2.6656,0.0,1.0
[KPR2004b]_294,11 38 38.640,-63 23 13.200,[KPR2004b]_294,vdBergh-Hagen_121,vdBergh-Hagen_121,vdBergh-Hagen_121,vdBergh-Hagen_121,,,vdBergh-Hagen_121,vdBergh-Hagen_121,2749.8,87.04316170728174,5.0,4.933868741801242,0.4925176705969437,4.0,,,,5888.348646892101,4131.76917733585,6.0,7645.9,0.0,1.0,4.310062963745751,1.077973042639071,1.0,1.152,0.1828952341278107,3.0
Cl_VDBH_150,13 38 01.440,-63 20 45.600,Cl_VDBH_150,vdBergh-Hagen_150,,,vdBergh-Hagen_150,,,vdBergh-Hagen_150,vdBergh-Hagen_150,2637.233333333333,898.3367548893818,3.0,31.622776601683793,0.0,2.0,,,,26.0,5.528336096873995,4.0,6567.9,0.0,1.0,1.4872244774317038,0.4318020453902879,1.0,0.6656,0.0,1.0
[DBS2003]_69,11 33 49.000,-63 17 06.000,[DBS2003]_69,DBSB_69,,,DBSB_69,,,,,2273.0,0.0,2.0,3.9810717055349696,0.0,2.0,,,,12.5,0.0,2.0,,,,3.229131168210082,0.0,1.0,7.129600000000001,0.0,1.0
[DBS2003]_75,12 08 55.000,-63 16 12.000,[DBS2003]_75,DBSB_75,,,DBSB_75,,,,,4564.0,0.0,2.0,1.0,0.0,2.0,,,,27.0,0.0,2.0,,,,8.65407153080302,0.0,1.0,6.9952000000000005,0.0,1.0
[KPS2012]_MWSC_2056,12 37 59.000,-63 15 36.000,[KPS2012]_MWSC_2056,FSR_1622,,,FSR_1622,,,,,6017.0,0.0,2.0,398.10717055349687,0.0,2.0,,,,55.0,0.0,2.0,,,,3.7088877989155793,0.0,1.0,5.9968,0.0,1.0
NGC_4052,12 01 47.040,-63 13 48.000,NGC_4052,NGC_4052,NGC_4052,NGC_4052,NGC_4052,,NGC_4052,NGC_4052,NGC_4052,1540.957142857143,219.70744356534092,7.0,180.00087118263266,43.08633304942865,5.0,,,,87.26286669114927,21.602030636915533,6.0,7472.7,0.0,1.0,2.2729366011174448,0.49527268989496603,1.0,0.5077333333333334,0.0034837187452916255,3.0
[KPS2012]_MWSC_2153,13 43 14.640,-63 08 45.600,[KPS2012]_MWSC_2153,SAI_118,,,SAI_118,,,SAI_118,,1681.5333333333335,64.93869473645178,3.0,19.952623149688787,0.0,2.0,,,,74.33333333333333,5.4433105395181745,3.0,7330.1,0.0,1.0,1.3617921262933699,0.051687480905279526,1.0,1.2672,0.0,1.0
C_1017-628,10 18 48.000,-63 08 12.000,C_1017-628,Ruprecht_88,,,Ruprecht_88,,,,,1876.0,0.0,2.0,954.992586021437,0.0,2.0,,,,40.0,0.0,2.0,,,,1.7898612760935884,0.0,1.0,1.3312,0.0,1.0
[DBS2003]_68,11 28 52.000,-63 06 18.000,[DBS2003]_68,DBSB_68,,,DBSB_68,,,,,1777.0,0.0,2.0,334.9654391578279,0.0,2.0,,,,14.5,0.0,2.0,,,,0.7011827679541893,0.0,1.0,2.0,0.0,1.0
Cl_Hogg_15,12 43 37.440,-63 06 03.600,Cl_Hogg_15,Hogg_15,Hogg_15,,Hogg_15,,Hogg_15,Hogg_15,Hogg_15,3044.25,272.75945217352233,6.0,5.67060643957819,0.8695623082512223,4.0,,,,25.5,6.858571279792899,5.0,7145.1,0.0,1.0,1.2562212833028144,0.5032124485778336,1.0,3.7744,0.2047781238316242,2.0
[KPS2012]_MWSC_2134,13 33 50.000,-63 02 24.000,[KPS2012]_MWSC_2134,FSR_1653,,,FSR_1653,,,,,3258.0,0.0,2.0,707.9457843841373,0.0,2.0,,,,41.5,0.0,2.0,,,,4.8529228413671515,0.0,1.0,3.3312,0.0,1.0
C_1206-626,12 09 35.520,-62 59 42.000,C_1206-626,Ruprecht_101,,,Ruprecht_101,,,Ruprecht_101,Ruprecht_101,3010.1666666666665,125.87655622635778,3.0,741.3102413009162,0.0,2.0,,,,103.75,22.693955693091496,4.0,7376.3,0.0,1.0,2.622632012149871,0.21900341587500094,1.0,2.1984000000000004,0.0,1.0
Cl_Dias_4,13 43 25.000,-63 00 00.000,Cl_Dias_4,Dias_4,Dias_4,,Dias_4,,,,,2153.3333333333335,1.3608276348795432,3.0,1216.1672390733218,492.78313682661866,3.0,,,,1669.6666666666667,1335.516240870784,3.0,,,,,,,1.8927999999999998,0.01923330444827409,2.0
NGC_4609,12 42 19.680,-62 59 42.000,NGC_4609,NGC_4609,NGC_4609,NGC_4609,NGC_4609,,NGC_4609,NGC_4609,NGC_4609,1320.9428571428573,40.889931184867585,7.0,71.24816928865582,21.28631171861846,5.0,,,,73.56704194718141,18.67328594380436,6.0,7672.6,0.0,1.0,1.3502671607707837,0.4558431701185595,1.0,1.0901333333333334,0.03051984175484435,3.0
IC_2944,11 36 13.000,-62 57 00.000,IC_2944,IC_2944,IC_2944,IC_2944,IC_2944,,IC_2944,,IC_2944,1946.3333333333333,62.19041845934266,6.0,5.663568233464134,1.4903071910560717,5.0,,,,577.2069607853833,472.90546509231245,5.0,,,,6.751583105330827,2.3784168946691735,1.0,1.1488000000000003,0.10189877329978035,3.0
NGC_5281,13 46 27.360,-62 54 57.600,NGC_5281,NGC_5281,NGC_5281,NGC_5281,NGC_5281,,NGC_5281,NGC_5281,NGC_5281,1232.7142857142858,59.73264047564295,7.0,46.21282392005669,8.802593888263353,5.0,,,,107.99305227648206,27.556822772169195,6.0,7442.6,0.0,1.0,1.3942307643744094,0.7510201784710284,1.0,0.8053333333333335,0.03564433361024608,3.0
Ass_Cir_OB_1,14 45 00.000,-62 55 30.000,Ass_Cir_OB_1,Cir_OB1,,,Cir_OB1,,,,,1783.0,0.0,2.0,6.309573444801931,0.0,2.0,,,,322.0,0.0,2.0,,,,6.1814796648593004,0.0,1.0,7.3952,0.0,1.0
[DBS2003]_129,12 15 27.000,-62 54 36.000,[DBS2003]_129,DBSB_129,,,DBSB_129,,,,,6976.0,0.0,2.0,1.0,0.0,2.0,,,,19.0,0.0,2.0,,,,5.388036006384822,0.0,1.0,3.7984000000000004,0.0,1.0
NGC_5269,13 44 35.280,-62 54 25.200,NGC_5269,NGC_5269,,,NGC_5269,,,NGC_5269,,1770.8666666666668,111.7511653763081,3.0,331.1311214825908,0.0,2.0,,,,75.5,15.921683328090658,3.0,7232.0,0.0,1.0,1.2493419733109876,0.39290187795013976,1.0,1.3312,0.0,1.0
C_1437-626,14 41 35.000,-62 53 24.000,C_1437-626,Loden_1373,,,Loden_1373,,,,Loden_1373,3412.0,0.0,2.0,89.12509381337459,0.0,2.0,,,,44.5,0.0,2.0,,,,3.229131168210082,0.0,1.0,3.3312,0.0,1.0
[KPS2012]_MWSC_5696,18 11 16.000,-62 48 54.000,,MWSC_5696,,,,,,,,2308.0,0.0,1.0,354.81338923357606,0.0,1.0,,,,18.0,0.0,1.0,,,,,,,,,
Cl_Trumpler_21,13 32 16.320,-62 47 13.200,Cl_Trumpler_21,Trumpler_21,Trumpler_21,Trumpler_21,Trumpler_21,,Trumpler_21,Trumpler_21,Trumpler_21,1258.3714285714286,26.142386524145845,7.0,53.98497701171249,10.589555786964207,5.0,,,,147.55112820227032,95.3606465632402,6.0,7602.0,0.0,1.0,10.412975483577197,16.167765224734964,1.0,0.6688000000000001,0.055075544078615854,3.0
IC_2714,11 17 29.520,-62 43 08.400,IC_2714,IC_2714,IC_2714,IC_2714,IC_2714,,IC_2714,IC_2714,IC_2714,1242.8428571428572,15.420525112725151,7.0,271.69499881514037,73.73320248248831,5.0,0.0,0.01,1.0,200.38180645262648,60.45708581836209,6.0,7927.4,0.0,1.0,2.6310800201098017,0.5689355625203553,1.0,1.1701333333333335,0.065759516984799,3.0
NGC_4184,12 13 34.320,-62 43 08.400,NGC_4184,Ruprecht_102,,,Ruprecht_102,,,Ruprecht_102,Ruprecht_102,2071.733333333333,377.8201845479564,3.0,31.622776601683793,0.0,2.0,,,,71.875,27.200858786994207,4.0,7389.2,0.0,1.0,1.7654970792005853,0.9285209239918257,1.0,1.6672000000000002,0.0,1.0
[KPS2012]_MWSC_1959,11 36 53.280,-62 43 51.600,[KPS2012]_MWSC_1959,FSR_1591,,,FSR_1591,,,FSR_1591,,2198.4333333333334,539.241558597368,3.0,501.1872336272715,0.0,2.0,,,,39.5,0.4082482904638631,3.0,7588.7,0.0,1.0,1.2906458546162585,0.1835151683728018,1.0,2.6304000000000003,0.0,1.0
C_1154-623,11 57 28.560,-62 42 28.800,C_1154-623,Ruprecht_97,Ruprecht_97,,Ruprecht_97,,Ruprecht_97,Ruprecht_97,Ruprecht_97,2364.0833333333335,532.3821781059306,6.0,475.42754607548176,175.88999800538673,4.0,-0.59,0.0,1.0,18.3,2.8516661796220117,5.0,7472.0,0.0,1.0,1.1548526194157436,0.1402829254763444,1.0,0.6992,0.023758787847868047,2.0
Cl_Danks_1,13 12 29.040,-62 41 56.400,Cl_Danks_1,Danks_1,,,Danks_1,,,Danks_1,Danks_1,3023.2000000000003,939.1343673830706,3.0,1.0,0.0,2.0,,,,14.875,6.078586904042748,4.0,6821.3,0.0,1.0,0.9443283757185701,0.015184885692425654,1.0,8.3264,0.0,1.0
NGC_3036,09 49 16.000,-62 40 12.000,NGC_3036,NGC_3036,NGC_3036,NGC_3036,NGC_3036,,,,,1234.0,17.0,4.0,592.6161799289337,204.82343738455268,4.0,-0.7140000000000001,0.0,1.0,43.652696886695765,15.49523510562041,4.0,,,,3.764244333227753,0.0,1.0,1.2970666666666668,0.013934874981166441,3.0
Cl_Danks_2,13 12 53.280,-62 40 51.600,Cl_Danks_2,Danks_2,,,Danks_2,,,Danks_2,Danks_2,3595.2000000000003,1113.8646357016041,3.0,1.9952623149688788,0.0,2.0,,,,16.75,4.963932412916195,4.0,6961.1,0.0,1.0,1.004521067062946,0.2871314002210867,1.0,7.529600000000001,0.0,1.0
[DBS2003]_85,13 18 27.000,-62 39 54.000,[DBS2003]_85,DBSB_85,,,DBSB_85,,,,,2024.0,0.0,2.0,28.183829312644548,0.0,2.0,,,,16.5,0.0,2.0,,,,1.1071306862434567,0.0,1.0,4.662400000000001,0.0,1.0
[FSR2007]_1595,11 47 05.040,-62 38 20.400,[FSR2007]_1595,FSR_1595,,,FSR_1595,,,FSR_1595,,4545.966666666666,106.1173389679067,3.0,2.238721138568338,0.0,2.0,,,,74.83333333333333,18.915504124825652,3.0,7615.6,0.0,1.0,2.3728216841178127,1.1146399775490758,1.0,2.7328000000000006,0.0,1.0
[KPR2005]_89,17 23 20.000,-62 39 00.000,[KPR2005]_89,ASCC_89,ASCC_89,ASCC_89,ASCC_89,,,,,533.5,16.75,4.0,9.436298263094018,0.709813466227383,4.0,-0.134,0.0,1.0,1091.5698622566917,538.7212725765501,5.0,,,,5.554105609321341,0.0,1.0,0.48000000000000004,0.13063945294843618,3.0
C_1203-622,12 06 04.800,-62 37 26.400,C_1203-622,Ruprecht_100,,,Ruprecht_100,,,Ruprecht_100,Ruprecht_100,2909.633333333333,261.79602039812664,3.0,398.10717055349687,0.0,2.0,,,,39.875,8.469384201345456,4.0,7388.6,0.0,1.0,2.988596891387683,1.5321867441064319,1.0,2.3328,0.0,1.0
Teutsch_77,11 53 29.000,-62 36 18.000,Teutsch_77,Teutsch_77,,,Teutsch_77,,,,,1920.0,0.0,2.0,50.118723362727245,0.0,2.0,,,,21.0,0.0,2.0,,,,1.4946264264286666,0.0,1.0,1.3312,0.0,1.0
C_1453-623,14 57 01.440,-62 33 36.000,C_1453-623,Ruprecht_112,,,Ruprecht_112,,,Ruprecht_112,Ruprecht_112,2125.733333333333,295.35402987425607,3.0,549.5408738576248,0.0,2.0,,,,111.75,31.229243106421904,4.0,6559.9,0.0,1.0,3.231579857256839,0.4219514073465682,1.0,2.6656,0.0,1.0
C_1141-622,11 43 42.000,-62 32 13.200,C_1141-622,Stock_14,Stock_14,Stock_14,Stock_14,,Stock_14,Stock_14,Stock_14,2337.785714285714,65.87370857215768,7.0,7.197344066881158,0.6399595949964979,5.0,,,,174.4213379496537,93.36766353108868,6.0,7630.3,0.0,1.0,1.896028500314775,0.16154016308806116,1.0,0.8074666666666667,0.07803938227065348,3.0
